pais,Países Bajos, Neerlandés,,,
pais,Pakistán, Pakistaní,,,
pais,Palaos, Palauano,,,
pais,Panamá, Panameño,,,
pais,Papúa Nueva Guinea, Papú,,,
pais,Paraguay, Paraguayo,,,
pais,Perú, Peruano,,,
pais,Polonia, Polaco,,,
pais,Portugal, Portugués,,,
pais,Reino Unido, Británico,,,
pais,República Centroafricana, Centroafricano,,,
pais,República Checa, Checo,,,
pais,República de Macedonia, Macedonio,,,
pais,República del Congo, Congoleño,,,
pais,República Democrática del Congo, Congoleño,,,
pais,República Dominicana, Dominicano,,,
pais,República Sudafricana, Sudafricano,,,
pais,Ruanda, Ruandés,,,
pais,Rumanía, Rumano,,,
pais,Rusia, Ruso,,,
pais,Samoa, Samoano,,,
pais,San Cristóbal y Nieves, Cristobaleño,,,
pais,San Marino, Sanmarinense,,,
pais,San Vicente y las Granadinas, Sanvicentino,,,
pais,Santa Lucía, Santalucense,,,
pais,Santo Tomé y Príncipe, Santotomense,,,
pais,Senegal, Senegalés,,,
pais,Serbia, Serbio,,,
pais,Seychelles, Seychellense,,,
pais,Sierra Leona, Sierraleonés,,,
pais,Singapur, Singapurense,,,
pais,Siria, Sirio/ria,,,
pais,Somalia, Somalí,,,
pais,Sri Lanka, Ceilanés Ceilandés Esrilanqués,,,
pais,Suazilandia, Suazi,,,
pais,Sudán del Sur, Sursudanés,,,
pais,Sudán, Sudanés,,,
pais,Suecia, Sueco,,,
pais,Suiza, Suizo/za,,,
pais,Surinam, Surinamés,,,
pais,Tailandia, Tailandés,,,
pais,Tanzania, Tanzano,,,
pais,Tayikistán, Tayiko/ka,,,
pais,Timor Oriental, Timorense,,,
pais,Togo, Togolés,,,
pais,Tonga, Tongano,,,
pais,Trinidad y Tobago, Trinitense,,,
pais,Túnez, Tunecino,,,
pais,Turkmenistán, Turcomano Turkmeno,,,
pais,Turquía, Turco,,,
pais,Tuvalu, Tuvaluano,,,
pais,Ucrania, Ucraniano,,,
pais,Uganda, Ugandés,,,
pais,Uruguay, Uruguayo,,,
pais,Uzbekistán, Uzbeko/ka,,,
pais,Vanuatu, Vanuatuense,,,
pais,Venezuela, Venezolano,,,
pais,Vietnam, Vietnamita,,,
pais,Yemen, Yemení,,,
pais,Yibuti, Yibutiano,,,
pais,Zambia, Zambiano,,,
pais,Zimbabue, Zimbabuense,,,
color,rojo,,,,
color,carmesí,rubí, frutilla,,
color,bermellón,,,,
color,escarlata,,,,
color,burdeos,granate,,,
color,carmín,,,,
color,amarant,,,,
color,verde,,,,
color,chartreuse,,,,
color,verde Kelly,,,,
color,esmeralda,verde agua, verdeagua, agua marina,
color,xanadu,,,,
color,jade,,,,
color,verde veronés,,,,
color,arlequín,,,,
color,espárrago,,,,
color,verde oliva,,,,
color,verde cazador,verde militar,,,
color,verdeceledón,,,,
color,azul,,,,
color,azul cobalto,,,,
color,azul marino,,,,
color,azul petróleo,,,,
color,azur,azul francia,,,
color,zafiro,,,,
color,añil,índigo,,,
color,turquí,,,,
color,azul de Prusia,,,,
color,azul majorelle,,,,
color,azul Klein,,,,
color,azul (de) acero claro,,,,
color,magenta,,,,
color,fucsia,,,,
color,morado,,,,
color,malva,,,,
color,lila,,,,
color,salmón,,,,
color,lavanda,,,,
color,rosa,,,,
color,cian,,,,
color,turquesa,,,,
color,celeste,,,,
color,cerúleo,,,,
color,aguamarina,menta,,,
color,amarillo,,,,
color,amarillo limón,lima,,,
color,dorado,oro,,,
color,ámbar,,,,
color,amarillo indio,topacio,,,
color,amarillo selectivo,,,,
color,marrón,pardo, café, chocolate, castaño
color,caqui,,,,
color,ocre,,,,
color,siena,,,,
color,siena pálido,,,,
color,borgoña,,,,
color,lavanda floral,,,,
color,amatista,,,,
color,Púrpura,,,,
color,púrpura de Tiro,,,,
color,naranja,,,,
color,cara de luz,,,,
color,zanahoria,,,,
color,sésamo,,,,
color,albaricoque,,,,
color,beige,,,,
color,durazno,,,,
color,blanco,,,,
color,nieve,,,,
color,nieve blanca,,,,
color,lino,,,,
color,hueso,,,,
color,marfil,,,,
color,plateado,,,,
color,zinc,,,,
color,gris,,,,
color,negro,,,,
comida, aguacate,palta,,,
comida,damasco,albaricoque,,,
comida,piña,ananá,,,
comida, arándano,,,,
comida,arándano,,,,
comida,plátano,banana,,,
comida,cereza,guinda,,,
comida, cirua,,,,
comida, coco,,,,
comida,durazno,mocotón,,,
comida, frambuesa,,,,
comida,frutilla,fresa,,,
comida, granada,,,,
comida, gros negra,,,,
comida, higo,,,,
comida, kiwi,,,,
comida, lima,,,,
comida, limón,,,,
comida, mandarina,,,,
comida, mango,,,,
comida, manzana,,,,
comida, maracuyá,,,,
comida, món,,,,
comida, membrillo,,,,
comida,zarzamora,,,,
comida, naranja,,,,
comida, nectarina,,,,
comida, papaya,,,,
comida, pera,,,,
comida, sandía,,,,
comida,pomelo,toronja,,,
comida, uva,,,,
comida,berries,,,,
comida,Alcachofa,,,,
comida,Berenjena,,,,
comida,Remolachas,,,,
comida,Zanahoria,,,,
comida,Calabacín,,,,
comida,Espinacas,,,,
comida,achicoria,endivia,,,
comida,Lechuga,,,,
comida,Nabo,,,,
comida,Cebolla,,,,
comida,Soja,,,,
comida,Perejil,,,,
comida,Patatas,,,,
comida,Puerro,,,,
comida,Tomate,,,,
comida,cilantro,,,,
comida,albahaca,,,,
comida,Ajiaco,,,,
comida,Arrollado huaso,,,,
comida,Caldillo de congrio,,,,
comida,Carbonada,,,,
comida,Cazuela nogada,,,,
comida,Chancho en piedra,,,,
comida,Chapalele,,,,
comida,Charqui de caballo,,,,
comida,Chorillana,,,,
comida,Chunchules con harina tostada,,,,
comida,Curanto en hoyo,,,,
comida,Empanadas de pino,,,,
comida,Ensalada a la chilena,,,,
comida,Ensalada de digüeñes,,,,
comida,Gambas al Pil Pil,,,,
comida,Humitas,,,,
comida,Lengua de vaca,,,,
comida,Lisa a la teja,,,,
comida,Locos,,,,
comida,Longanizas de Chillán,,,,
comida,Malaya,,,,
comida,Milcao,,,,
comida,Mote de maíz,,,,
comida,Mote con huesillos,,,,
comida,Pancutras o Pantrucas,,,,
comida,Papa con chuchoca,,,,
comida,Pastel de jaiba,,,,
comida,Pataska,,,,
comida,Pebre,,,,
comida,Pernil,,,,
comida,Picante de guatitas,,,,
comida,Pichanga,,,,
comida,Plateada,,,,
comida,Pollo al barro,,,,
comida,Porotos granados,,,,
comida,Prietas,,,,
comida,Sopa de mariscos,,,,
comida,Sopaipillas,,,,
comida,Valdiviano,,,,
comida,Roast beef,,,,
comida,Pasta,,,,
comida,Pad Thai,,,,
comida,Paella,,,,
comida,Pato pekines,,,,
comida,Sushi,,,,
comida,Biryani,,,,
comida,Musaca,,,,
comida,Dim sum,,,,
comida,Haggis,,,,
comida,Donuts,,,,
comida,Hamburguesa,,,,
comida,Completos,italianos,,,
comida,Yoguth,yogur,,,
comida,papas fritas,patatas fritas,,,
comuna,Iquique,,,,
comuna,Alto Hospicio,,,,
comuna,Pozo Almonte,,,,
comuna,Camiña,,,,
comuna,Colchane,,,,
comuna,Huara,,,,
comuna,Pica,,,,
comuna,Antofagasta,,,,
comuna,Mejillones,,,,
comuna,Sierra Gorda,,,,
comuna,Taltal,,,,
comuna,Calama,,,,
comuna,Ollague,,,,
comuna,San Pedro De Atacama,,,,
comuna,Tocopilla,,,,
comuna,María Elena,,,,
comuna,Copiapó,,,,
comuna,Caldera,,,,
comuna,Tierra Amarilla,,,,
comuna,Chañaral,,,,
comuna,Diego De Almagro,,,,
comuna,Vallenar,,,,
comuna,Alto Del Carmen,,,,
comuna,Freirina,,,,
comuna,Huasco,,,,
comuna,La Serena,,,,
comuna,Coquimbo,,,,
comuna,Andacollo,,,,
comuna,La Higuera,,,,
comuna,Paiguano,,,,
comuna,Vicuña,,,,
comuna,Illapel,,,,
comuna,Canela,,,,
comuna,Los Vilos,,,,
comuna,Salamanca,,,,
comuna,Ovalle,,,,
comuna,Combarbalá,,,,
comuna,Monte Patria,,,,
comuna,Punitaqui,,,,
comuna,Río Hurtado,,,,
comuna,Valparaíso,,,,
comuna,Casablanca,,,,
comuna,Concón,,,,
comuna,Juan Fernández,,,,
comuna,Puchuncaví,,,,
comuna,Quintero,,,,
comuna,Viña Del Mar,,,,
comuna,Isla De Pascua,,,,
comuna,Los Andes,,,,
comuna,Calle Larga,,,,
comuna,Rinconada,,,,
comuna,San Esteban,,,,
comuna,La Ligua,,,,
comuna,Cabildo,,,,
comuna,Papudo,,,,
comuna,Petorca,,,,
comuna,Zapallar,,,,
comuna,Quillota,,,,
comuna,Calera,,,,
comuna,Hijuelas,,,,
comuna,La Cruz,,,,
comuna,Nogales,,,,
comuna,San Antonio,,,,
comuna,Algarrobo,,,,
comuna,Cartagena,,,,
comuna,El Quisco,,,,
comuna,El Tabo,,,,
comuna,Santo Domingo,,,,
comuna,San Felipe,,,,
comuna,Catemu,,,,
comuna,Llaillay,,,,
comuna,Panquehue,,,,
comuna,Putaendo,,,,
comuna,Santa María,,,,
comuna,Quilpué,,,,
comuna,Limache,,,,
comuna,Olmué,,,,
comuna,Villa Alemana,,,,
comuna,Rancagua,,,,
comuna,Codegua,,,,
comuna,Coinco,,,,
comuna,Coltauco,,,,
comuna,Doñihue,,,,
comuna,Graneros,,,,
comuna,Las Cabras,,,,
comuna,Machali,,,,
comuna,Malloa,,,,
comuna,Mostazal,,,,
comuna,El Olivar,,,,
comuna,Peumo,,,,
comuna,Pichidegua,,,,
comuna,Quinta De Tilcoco,,,,
comuna,Rengo,,,,
comuna,Requinoa,,,,
comuna,San Vicente,,,,
comuna,Pichilemu,,,,
comuna,La Estrella,,,,
comuna,Litueche,,,,
comuna,Marchihue,,,,
comuna,Navidad,,,,
comuna,Paredones,,,,
comuna,San Fernando,,,,
comuna,Chépica,,,,
comuna,Chimbarongo,,,,
comuna,Lolol,,,,
comuna,Nancagua,,,,
comuna,Palmilla,,,,
comuna,Peralillo,,,,
comuna,Placilla,,,,
comuna,Pumanque,,,,
comuna,Santa Cruz,,,,
comuna,Talca,,,,
comuna,Constitución,,,,
comuna,Curepto,,,,
comuna,Empedrado,,,,
comuna,Maule,,,,
comuna,Pelarco,,,,
comuna,Pencahue,,,,
comuna,Río Claro,,,,
comuna,San Clemente,,,,
comuna,San Rafael,,,,
comuna,Cauquenes,,,,
comuna,Chanco,,,,
comuna,Pelluhue,,,,
comuna,Curicó,,,,
comuna,Hualañe,,,,
comuna,Licantén,,,,
comuna,Molina,,,,
comuna,Rauco,,,,
comuna,Romeral,,,,
comuna,Sagrada Familia,,,,
comuna,Teno,,,,
comuna,Vichuquén,,,,
comuna,Linares,,,,
comuna,Colbún,,,,
comuna,Longaví,,,,
comuna,Parral,,,,
comuna,Retiro,,,,
comuna,San Javier,,,,
comuna,Villa Alegre,,,,
comuna,Yerbas Buenas,,,,
comuna,Concepción,,,,
comuna,Coronel,,,,
comuna,Chiguayante,,,,
comuna,Florida,,,,
comuna,Hualqui,,,,
comuna,Lota,,,,
comuna,Penco,,,,
comuna,San Pedro de la Paz,,,,
comuna,Santa Juana,,,,
comuna,Talcahuano,,,,
comuna,Tomé,,,,
comuna,Hualpén,,,,
comuna,Lebu,,,,
comuna,Arauco,,,,
comuna,Cañete,,,,
comuna,Contulmo,,,,
comuna,Curanilahue,,,,
comuna,Los Alamos,,,,
comuna,Tirua,,,,
comuna,Los Angeles,,,,
comuna,Antuco,,,,
comuna,Cabrero,,,,
comuna,Laja,,,,
comuna,Mulchén,,,,
comuna,Nacimiento,,,,
comuna,Negrete,,,,
comuna,Quilaco,,,,
comuna,Quilleco,,,,
comuna,San Rosendo,,,,
comuna,Santa Bárbara,,,,
comuna,Tucapel,,,,
comuna,Yumbel,,,,
comuna,Alto Biobío,,,,
comuna,Chillán,,,,
comuna,Bulnes,,,,
comuna,Cobquecura,,,,
comuna,Coelemu,,,,
comuna,Coihueco,,,,
comuna,Chillán Viejo,,,,
comuna,El Carmen,,,,
comuna,Ninhue,,,,
comuna,Ñiquén,,,,
comuna,Pemuco,,,,
comuna,Pinto,,,,
comuna,Portezuelo,,,,
comuna,Quillón,,,,
comuna,Quirihue,,,,
comuna,Ranquil,,,,
comuna,San Carlos,,,,
comuna,San Fabián,,,,
comuna,San Ignacio,,,,
comuna,San Nicolás,,,,
comuna,Treguaco,,,,
comuna,Yungay,,,,
comuna,Temuco,,,,
comuna,Carahue,,,,
comuna,Cunco,,,,
comuna,Curarrehue,,,,
comuna,Freire,,,,
comuna,Galvarino,,,,
comuna,Gorbea,,,,
comuna,Lautaro,,,,
comuna,Loncoche,,,,
comuna,Melipeuco,,,,
comuna,Nueva Imperial,,,,
comuna,Padre Las Casas,,,,
comuna,Perquenco,,,,
comuna,Pitrufquén,,,,
comuna,Pucón,,,,
comuna,Saavedra,,,,
comuna,Teodoro Schmidt,,,,
comuna,Toltén,,,,
comuna,Vilcún,,,,
comuna,Villarrica,,,,
comuna,Cholchol,,,,
comuna,Angol,,,,
comuna,Collipulli,,,,
comuna,Curacautín,,,,
comuna,Ercilla,,,,
comuna,Lonquimay,,,,
comuna,Los Sauces,,,,
comuna,Lumaco,,,,
comuna,Puren,,,,
comuna,Renaico,,,,
comuna,Traiguén,,,,
comuna,Victoria,,,,
comuna,Puerto Montt,,,,
comuna,Calbuco,,,,
comuna,Cochamó,,,,
comuna,Fresia,,,,
comuna,Frutillar,,,,
comuna,Los Muermos,,,,
comuna,Llanquihue,,,,
comuna,Maullín,,,,
comuna,Puerto Varas,,,,
comuna,Castro,,,,
comuna,Ancud,,,,
comuna,Chonchi,,,,
comuna,Curaco de Velez,,,,
comuna,Dalcahue,,,,
comuna,Puqueldón,,,,
comuna,Queilén,,,,
comuna,Quellón,,,,
comuna,Quemchi,,,,
comuna,Quinchao,,,,
comuna,Osorno,,,,
comuna,Puerto Octay,,,,
comuna,Purranque,,,,
comuna,Puyehue,,,,
comuna,Río Negro,,,,
comuna,San Juan de la Costa,,,,
comuna,San Pablo,,,,
comuna,Chaitén,,,,
comuna,Futaleufú,,,,
comuna,Hualaihue,,,,
comuna,Palena,,,,
comuna,Coihayque,,,,
comuna,Lago Verde,,,,
comuna,Aisén,,,,
comuna,Cisnes,,,,
comuna,Guaitecas,,,,
comuna,Cochrane,,,,
comuna,O'Higgins,,,,
comuna,Tortel,,,,
comuna,Chile Chico,,,,
comuna,Río Ibáñez,,,,
comuna,Punta Arenas,,,,
comuna,Laguna Blanca,,,,
comuna,Río Verde,,,,
comuna,San Gregorio,,,,
comuna,Cabo de Hornos,,,,
comuna,Antártica,,,,
comuna,Porvenir,,,,
comuna,Primavera,,,,
comuna,Timaukel,,,,
comuna,Natales,,,,
comuna,Torres del Paine,,,,
comuna,Santiago,,,,
comuna,Cerrillos,,,,
comuna,Cerro Navia,,,,
comuna,Conchalí,,,,
comuna,El Bosque,,,,
comuna,Estación Central,,,,
comuna,Huechuraba,,,,
comuna,Independencia,,,,
comuna,La Cisterna,,,,
comuna,La Florida,,,,
comuna,La Granja,,,,
comuna,La Pintana,,,,
comuna,La Reina,,,,
comuna,Las Condes,,,,
comuna,Lo Barnechea,,,,
comuna,Lo Espejo,,,,
comuna,Lo Prado,,,,
comuna,Macul,,,,
comuna,Maipú,,,,
comuna,Ñuñoa,,,,
comuna,Pedro Aguirre Cerda,,,,
comuna,Peñalolén,,,,
comuna,Providencia,,,,
comuna,Pudahuel,,,,
comuna,Quilicura,,,,
comuna,Quinta Normal,,,,
comuna,Recoleta,,,,
comuna,Renca,,,,
comuna,San Joaquín,,,,
comuna,San Miguel,,,,
comuna,San Ramón,,,,
comuna,Vitacura,,,,
comuna,Puente Alto,,,,
comuna,Pirque,,,,
comuna,San José De Maipo,,,,
comuna,Colina,,,,
comuna,Lampa,,,,
comuna,Tiltil,,,,
comuna,San Bernardo,,,,
comuna,Buin,,,,
comuna,Calera De Tango,,,,
comuna,Paine,,,,
comuna,Melipilla,,,,
comuna,Alhué,,,,
comuna,Curacaví,,,,
comuna,María Pinto,,,,
comuna,San Pedro,,,,
comuna,Talagante,,,,
comuna,El Monte,,,,
comuna,Isla De Maipo,,,,
comuna,Padre Hurtado,,,,
comuna,Peñaflor,,,,
comuna,Valdivia,,,,
comuna,Corral,,,,
comuna,Lanco,,,,
comuna,Los Lagos,,,,
comuna,Máfil,,,,
comuna,Mariquina,,,,
comuna,Paillaco,,,,
comuna,Panguipulli,,,,
comuna,La Unión,,,,
comuna,Futrono,,,,
comuna,Lago Ranco,,,,
comuna,Río Bueno,,,,
comuna,Arica,,,,
comuna,Camarones,,,,
comuna,Putre,,,,
comuna,General Lagos,,,,
region,Región de Arica y Parinacota,Arica y Parinacota,,,
region,Región de Tarapacá,Tarapacá,,,
region,Región de Antofagasta,Antofagasta,,,
region,Región de Atacama,Atacama,,,
region,Región de Coquimbo,Coquimbo,,,
region,Región de Valparaíso,Valparaíso,,,
region,Región Metropolitana de Santiago,Metropolitana, Santiago, RM,
region,Región del Libertador General Bernardo O'Higgins,O'Higgins,,,
region,Región del Maule,Maule, del Maule,,
region,Región de Ñuble,Ñuble,,,
region,Región del Biobío,Biobío, Bio-Bio,,
region,Región de La Araucanía,La Araucanía, Araucanía,,
region,Región de Los Ríos,Los Ríos,,,
region,Región de Los Lagos,Los Lagos,,,
region,Región de Aysén del General Carlos Ibáñez del Campo,Aysén,,,
region,Región de Magallanes y de la Antártica Chilena,Magallanes, Antártica,,
lazos_sociales,novia,polola,,,
lazos_sociales,novio,pololo,,,
lazos_sociales,padrastro,,,,
lazos_sociales,papá,padre,,,
lazos_sociales,prima,,,,
lazos_sociales,primo,,,,
lazos_sociales,tía,,,,
lazos_sociales,tío,,,,
lazos_sociales,amigo,,,,
lazos_sociales,hijastro,,,,
lazos_sociales,cuñada,,,,
lazos_sociales,nuero,,,,
lazos_sociales,padrino,,,,
lazos_sociales,madrina,,,,
lazos_sociales,mamá,madre,,,
lazos_sociales,marido,esposo,,,
lazos_sociales,hijastra,,,,
lazos_sociales,cuñado,,,,
lazos_sociales,yerno,,,,
lazos_sociales,amiga,,,,
lazos_sociales,abuela,,,,
lazos_sociales,abuelo,,,,
lazos_sociales,bisabuela,,,,
lazos_sociales,bisabuelo,,,,
lazos_sociales,esposa,mujer,,,
lazos_sociales,hermana,,,,
lazos_sociales,hermano,,,,
lazos_sociales,madrastra,,,,
